Cell Line Name,OTS964_0.004572 uM,OTS964_0.01372 uM,OTS964_0.04115 uM,OTS964_0.1235 uM,OTS964_0.3704 uM,OTS964_1.111 uM,OTS964_10.0 uM,OTS964_3.333 uM
TM31_CENTRAL_NERVOUS_SYSTEM,-0.558485309,-0.481540158,-0.609720902,-1.082030191,-3.01443815,-3.795468688,-4.770248292,-3.524889166
TM87_SOFT_TISSUE,0.076175708,-0.510982465,-0.577693015,-2.895277054,-4.00498463,-3.917026812,-4.282397579,-4.207378287
TOV112D_OVARY,-0.290503644,-0.395583312,-0.955168231,-4.990856075,-3.866735062,-3.829896411,-4.036299201,-4.487066815
TOV21G_OVARY,-0.034601838,0.223492241,-0.425825032,-3.756551103,-4.312690978,-4.16975895,-4.196865526,-4.08031465
TT_OESOPHAGUS,0.217621542,-0.144997951,-0.225428695,-5.647132275,-3.573475659,-4.475047768,-4.729248344,-4.413096841
TT_THYROID,-0.343173156,0.241955827,-0.247711797,-1.987202301,-1.263815628,-1.231950772,-1.685861869,-1.214909576
TT1TKB_LARGE_INTESTINE,0.070539369,0.150379464,-0.024234358,-1.922727501,-3.981056929,-3.090337863,-3.552938687,-2.812516597
TT2609C02_THYROID,-0.07360812,-0.117511308,-0.035190642,-1.063498646,-3.055348014,-3.74067306,-3.736945341,-4.389919887
TTC1240_SOFT_TISSUE,-0.090868316,-0.100092054,-0.488298604,-3.178093884,-3.923148122,-3.76866685,-3.348865692,-3.541839419
TTC442_SOFT_TISSUE,-0.139028208,0.364315705,-0.626439863,-1.523942404,-3.125509648,-3.247380276,-2.90773182,-3.401921203
TTC549_SOFT_TISSUE,0.165806047,-0.222360785,0.314531062,-3.221169833,-3.651659698,-3.683448148,-3.756421616,-3.476647607
TTC642_SOFT_TISSUE,-0.259859552,-0.217226413,-0.384849496,-2.726865409,-3.137104103,-4.50509122,-4.308548683,-3.736821467
TTC709_SOFT_TISSUE,-0.30601021,-0.285432848,-0.223572193,-2.927054905,-4.14338896,-4.360809071,-4.272499774,-4.379407142
TUHR4TKB_KIDNEY,0.125758701,-0.54167275,-0.932651608,-1.200615862,-2.842959671,-3.294018555,-3.654590499,-3.920259225
TYKNU_OVARY,-0.10889018,-0.067949867,0.065283585,-2.282153491,-3.615001676,-5.030249445,-5.235947819,-4.296519233
U118MG_CENTRAL_NERVOUS_SYSTEM,-0.954153982,-0.73436253,0.623480594,-0.194246038,-3.762480944,-3.308678243,-3.876219925,-3.513627027
U178_CENTRAL_NERVOUS_SYSTEM,-0.090768263,-0.054578151,0.035285692,-2.492487858,-3.984577906,-5.072515438,-4.720284549,-3.962473907
U251MG_CENTRAL_NERVOUS_SYSTEM,-0.091290783,-0.154057648,0.235530371,-1.410751148,-2.961367301,-3.437585887,-3.029363685,-3.629826393
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.322030599,-0.37335717,-0.312073931,-1.762825238,-2.527178672,-2.901028249,-3.395281716,-3.318172525
U2OS_BONE,-0.306207627,-0.184221292,0.176903759,-1.736447953,-4.197972279,-3.793064773,-4.92282616,-4.638623814
U343_CENTRAL_NERVOUS_SYSTEM,0.039444876,-0.575386883,-1.133415369,-4.296736934,-3.328014046,-4.959684943,-3.778685012,-3.809410732
U87MG_CENTRAL_NERVOUS_SYSTEM,0.035378654,-0.287081887,-0.373552852,-3.940432034,-4.09905659,-3.647682265,-3.514228824,-4.441827189
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.194558265,-0.614312491,0.36060793,-2.939597701,-2.756151414,-3.853258454,-4.480390071,-3.600423727
UACC257_SKIN,-0.133995481,0.05594523,0.403660392,0.101457783,-2.295264892,-3.92492671,-3.720077082,-3.036624781
UACC62_SKIN,0.105890532,0.004841399,0.096490762,-1.516612578,-3.476342913,-4.150598041,-4.242994806,-4.168302645
UBLC1_URINARY_TRACT,0.109689677,-0.20155502,-0.166727817,-2.722920897,-3.850706441,-4.194124403,-4.408324538,-4.552055941
UMRC3_KIDNEY,-0.113035998,-0.037957675,-0.246038726,-0.511779331,-2.925071711,-3.803584138,-4.39908811,-3.540759993
UMRC7_KIDNEY,0.097320986,0.117249073,-0.144911334,-2.207388409,-3.889409979,-4.482532738,-3.967287719,-4.223782847
UMUC1_URINARY_TRACT,0.031623534,-0.127024646,-0.048305391,-3.605249521,-3.79722558,-4.12399868,-4.027164421,-4.006482175
UMUC10_URINARY_TRACT,0.152719184,-0.143748638,-0.105382949,-2.854284353,-3.955763095,-3.888065178,-3.983615405,-4.062476904
UMUC11_URINARY_TRACT,0.373951251,-0.254347303,0.186003137,-1.131187496,-2.778518065,-4.47922598,-2.812395774,-2.986977476
UMUC13_URINARY_TRACT,-0.2681688,-0.206686408,-0.143979786,-3.008999805,-3.548734458,-3.485849918,-3.776643401,-3.59212428
UMUC5_URINARY_TRACT,-0.179221561,0.177984363,-0.017297804,-1.931546299,-3.492002487,-3.310928443,-3.274553635,-3.759784025
UMUC6_URINARY_TRACT,-0.101521899,-0.269028485,-0.606618881,-3.51187275,-3.060470999,-4.768662519,-3.358518394,-3.139217031
UMUC7_URINARY_TRACT,-0.125358032,0.366073874,-0.205627477,-2.550023977,-3.476400853,-4.2681341,-3.933770302,-2.911620365
UO31_KIDNEY,0.256658159,-0.280023502,-0.198590862,-1.802806646,-3.703350826,-4.413275806,-4.307820742,-4.135165009
UPCISCC072_UPPER_AERODIGESTIVE_TRACT,-0.572578809,-0.415818742,0.080577624,-2.600011711,-4.108688428,-4.652019523,-3.857702476,-3.813421128
UPCISCC111_UPPER_AERODIGESTIVE_TRACT,-0.073541708,0.195858653,-0.221068516,-2.708715434,-3.649007289,-3.807689443,-4.226358011,-3.573126909
UPCISCC116_UPPER_AERODIGESTIVE_TRACT,-0.170569739,-0.101295103,-0.636015993,-2.185615547,-3.621522966,-4.122833563,-4.309814852,-4.013369831
UW228_CENTRAL_NERVOUS_SYSTEM,0.084754356,0.087740458,-0.017428239,-2.075130151,-3.557372147,-4.103029956,-4.315773746,-4.200493079
VAESBJ_SOFT_TISSUE,0.00473578,-0.057827556,-0.081917313,-0.735512745,-3.509843092,-3.144323357,-3.666791993,-3.908316306
VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.257912242,0.34452331,-0.367040993,-3.086467533,-3.132488164,-2.935666651,-4.763505294,-4.373233757
VMCUB1_URINARY_TRACT,-0.12376334,-0.116697947,0.099302404,-2.986597318,-3.674402073,-4.675283123,-4.215026796,-3.985047216
VMRCRCW_KIDNEY,0.142467779,0.079418147,0.072500168,-0.936951573,-2.716461208,-2.903100531,-3.309583802,-3.097635795
VMRCRCZ_KIDNEY,-0.038891585,0.286639114,-0.778749481,-2.93357389,-3.32913932,-4.034996781,-4.658033199,-3.982030261
WERIRB1_AUTONOMIC_GANGLIA,0.33523192,0.093585328,0.093555427,-1.342155254,-3.116786547,-3.162751564,-3.643314176,-2.902278249
WM1799_SKIN,0.186147664,0.085560415,-0.228427829,-2.064049962,-3.560681367,-3.793145535,-3.967660007,-4.54634732
WM2664_SKIN,-0.177577223,-0.269844279,0.3344263,-1.648169277,-2.951556999,-2.480398641,-3.002676119,-3.93538411
WM793_SKIN,0.214101907,-0.07502876,-0.0707488,-4.176142509,-3.641628981,-4.162527336,-3.984140406,-3.816421091
WM88_SKIN,-0.353780819,-0.050948309,0.057502081,-1.134751034,-4.546153988,-4.396825477,-4.591656743,-4.987478448
WM983B_SKIN,4.23E-05,-0.010463465,-0.271944892,-1.668516665,-3.580420472,-4.130841454,-4.373280697,-3.870684368
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.100707637,-0.004675193,-0.106715837,-2.138969805,-3.651716077,-4.341181749,-4.417823608,-4.380814618
YAPC_PANCREAS,-0.145209361,0.153274814,0.026995496,-3.229994749,-3.168930213,-4.096453104,-3.357739561,-2.924072033
YD10B_UPPER_AERODIGESTIVE_TRACT,0.220601161,0.064859167,-0.118985723,-1.531516797,-3.151602454,-3.220811476,-4.103067416,-3.132486323
YD15_SALIVARY_GLAND,-0.039890301,0.083459168,0.359931137,-0.602302125,-3.368382374,-3.790281568,-3.662047309,-3.839624999
YD38_UPPER_AERODIGESTIVE_TRACT,0.412076503,-0.365478297,0.037008799,-2.030777078,-4.059020291,-4.427518492,-4.266684112,-3.669584928
YD8_UPPER_AERODIGESTIVE_TRACT,0.052489699,-0.373141323,0.126583046,-0.632709711,-3.422840956,-3.053191807,-4.134472756,-4.079690679
YH13_CENTRAL_NERVOUS_SYSTEM,0.214856407,0.192768704,-0.126719586,-0.257738181,-3.997857576,-4.042312981,-3.653298887,-4.457043932
YKG1_CENTRAL_NERVOUS_SYSTEM,0.317807162,0.002126679,-0.298292823,-1.38754033,-3.420989114,-3.473156337,-3.011761153,-3.647597763
YSCCC_BILIARY_TRACT,0.25834971,-0.063061598,-0.159367934,-1.237403275,-3.522548459,-3.158777404,-3.199451709,-3.413169754
ZR751_BREAST,-0.070301305,-0.200780707,-0.097296523,-1.012392252,-3.525580995,-4.020037927,-4.506856826,-3.848386252
