depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_5,lineage_6,lineage_4,CCNL2,CDK11A,CDK11B
ACH-001838,ICC12,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,7.4088572171,4.8010318245,4.5572717958
ACH-001839,ICC137,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,4.862595465,3.8015585042,3.8785431737
ACH-001841,ICC15,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Extrahepatic,,,6.4903138738,4.9154996414,5.2192943741
ACH-001842,ICC2,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,6.9002821419,5.3280359356,4.9354888769
ACH-001843,ICC3,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,6.6864976288,4.8149430335,4.9238120714
ACH-001844,ICC4,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,5.5588459841,4.7046015962,5.0562084286
ACH-001845,ICC5,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,5.0491456716,4.3257178953,4.2888119259
ACH-001846,ICC6,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,5.4844296365,4.5449085849,5.2885199147
ACH-001847,ICC7,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,4.526096232,2.9518256177,3.850747967
ACH-001848,ICC8,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,6.4760953661,4.9496812501,4.9834800226
ACH-001849,ICC9,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,6.7865491998,4.3997363828,3.850747967
ACH-000966,IGROV1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,Mixed Endometrioid Clear Cell,,,6.4055067275,4.5690643129,4.9368647731
ACH-000310,IMR32,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,MYCN Amp,,5.5757823983,3.2506506149,4.2785755744
ACH-000512,INA6,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,6.2708253216,5.1294588945,4.9669652878
ACH-000629,IOMMLEE,CNS/Brain,Meningothelial Tumor,Meningioma,,,,4.5778148514,3.6320611036,4.3424295823
ACH-002706,IS076A,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,,,6.0564767691,4.6239706314,4.8366882969
ACH-002705,IS076P,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,,,6.1500398615,4.9682960328,4.7701575307
ACH-000216,JHESOAD1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,,,6.2023545721,4.4970304896,4.7124530599
ACH-000577,JHH2,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,,,,5.430374296,4.0859702769,4.6101981458
ACH-000241,JK1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",Blast Crisis,BCR-ABL1 positive,,6.4892104958,8.0734309685,5.5677735556
ACH-001096,JR,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,,,,5.9553064731,4.7827256461,5.011273193
ACH-002654,JVE015,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,4.7652838589,4.1548679125,4.9625464924
ACH-002659,JVE127,Bowel,Colorectal Adenocarcinoma,Mucinous Adenocarcinoma of the Colon and Rectum,,,,6.4922115104,4.9732160318,5.2722198145
ACH-002660,JVE187,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,6.2473618937,4.4278504446,4.4350038312
ACH-002662,JVE207,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,5.4143276617,4.769185934,4.6090553216
ACH-002664,JVE253,Bowel,Colorectal Adenocarcinoma,Mucinous Adenocarcinoma of the Colon and Rectum,,,,5.7274809394,3.9899789592,5.0068637404
ACH-000106,JVM2,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,B-cell Mantle Cell,,,5.7478917234,5.1623732595,4.9444475258
ACH-000404,K029AX,Skin,Melanoma,Cutaneous Melanoma,,,,6.5517788228,4.82594149,4.977686111
ACH-000053,KARPAS299,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,T-cell ALCL,,,5.9945827311,5.3910958305,5.6516399294
ACH-001097,KARPAS384,Lymphoid,Mature T and NK Neoplasms,Adult T-Cell Leukemia/Lymphoma,T-cell,,,5.8550622467,5.5891412089,4.76950198
ACH-001098,KCIMOH1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,7.6506498251,5.0759321762,4.8687879681
ACH-001099,KD,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,,,,6.8088166184,4.5814291896,4.9834268355
ACH-000126,KG1C,CNS/Brain,Diffuse Glioma,Oligodendroglioma,Oligodendroglioma,,,6.9018664997,4.6506387923,4.4554172526
ACH-001100,KHYG1,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),,,,6.0132807487,5.7733380197,4.9874049365
ACH-000773,KIJK,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,T-cell ALCL,,,4.9920738787,3.215767486,4.504877037
ACH-000969,KM12,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,MSI,,6.8507195693,4.3346073388,4.7212744864
ACH-001853,KMCH1,Liver,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,Intrahepatic,,,6.0240676504,4.5767715297,4.8497416643
ACH-000889,KMM1,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,5.6229093134,4.7215200912,5.0677398792
ACH-000709,KMRC2,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,Clear Cell,,,4.2246761737,2.8418894862,2.9223423687
ACH-000588,KMS26,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,6.7502100042,5.0561640254,5.3312052042
ACH-000498,KO52,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,M2,,,7.337630494,5.7170492964,4.8381954482
ACH-002669,KP363T,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,5.7224082442,4.9244467394,5.1363955618
ACH-000028,KPL1,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERpos HER2neg,Luminal,,6.7637530099,5.3489516668,5.0896124074
ACH-001109,KPMRTRY,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,,,,6.728640242,5.350499209,5.2795227227
ACH-000345,KPNRTBM1,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,MYCN Amp,,6.3978655553,4.0558165606,4.8395492742
ACH-000446,KPNSI9S,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,,,5.5233193607,3.8921361775,4.0716292948
ACH-000702,L1236,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,,,,5.9040115456,5.4087633768,5.4791570971
ACH-000685,L33,Pancreas,Adenosquamous Carcinoma of the Pancreas,Adenosquamous Carcinoma of the Pancreas,Exocrine Adenosquamous,,,6.5545033518,4.3243115044,4.5362164874
ACH-000754,L428,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,,,,5.1447206525,2.0279868933,5.2538405229
ACH-000806,L540,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,,,,7.3513017647,5.6178749568,5.2674130411
ACH-001111,L82,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,T-cell,,,6.2722465825,5.3153015044,4.7668766579
ACH-001354,LAN2,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,MYCN Amp,,7.3538836238,5.515873202,5.9070801968
ACH-000596,LCLC97TM1,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,NSCLC Large Cell,,,6.2199183602,4.2830407418,4.4878108308
ACH-000328,LN215,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,7.7065392251,6.3887105185,5.566061934
ACH-000591,LN235,CNS/Brain,Diffuse Glioma,Astrocytoma,Astrocytoma,,,6.2942389558,4.8281242292,4.778306506
ACH-000128,LN319,CNS/Brain,Diffuse Glioma,Astrocytoma,Astrocytoma,,,7.989032324,6.2703506358,6.0873264837
ACH-000634,LN340,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,6.6271364773,5.0987393875,5.1257345946
ACH-000455,LN428,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,7.3221639956,5.8906491272,5.068405681
ACH-000673,LN443,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,7.1120044577,5.8983006703,5.8020980806
ACH-000676,LN464,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,6.77149134,6.1345871184,5.5842228981
ACH-000760,LNZ308,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,7.2512848167,5.4069760292,5.4594144648
ACH-001807,LPS067,Soft Tissue,Liposarcoma,Dedifferentiated Liposarcoma,DDLPS,,,5.6120908603,3.621588999,4.7642463305
ACH-001799,LPS141,Soft Tissue,Liposarcoma,Dedifferentiated Liposarcoma,DDLPS,,,6.9292411179,4.9496812501,5.4140642952
ACH-001793,LPS27,Soft Tissue,Liposarcoma,Liposarcoma,,,,6.1400155686,4.9890807602,5.0331115014
ACH-001804,LPS510,Soft Tissue,Liposarcoma,Dedifferentiated Liposarcoma,WD/DDPLS,,,6.267460711,4.6247698144,5.1779799555
ACH-001791,LPS6,Soft Tissue,Liposarcoma,Liposarcoma,,,,6.213828357,4.7670353536,3.9045625645
ACH-001802,LPS853,Soft Tissue,Liposarcoma,Dedifferentiated Liposarcoma,DDLPS,,,5.6403913051,4.8093961005,4.6119984829
ACH-000438,LU65,Lung,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,NSCLC Large Cell,,,5.8756994237,4.972425243,5.3214681394
ACH-002510,M040416,Skin,Melanoma,Acral Melanoma,Acral,,,6.2393855106,4.0206115623,4.5341364355
ACH-000602,M07E,Myeloid,Acute Myeloid Leukemia,Acute Megakaryoblastic Leukemia,M7,,,5.7792133215,5.0703647581,4.9698593162
ACH-002511,M140325,Skin,Melanoma,Melanoma,Mucosal,,,6.0915565415,5.0483843418,5.5272392809
ACH-001119,MAC2A,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Negative,T-cell,,,6.2959038004,4.4599120694,4.4874729026
ACH-002672,MAPACHS77,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,,,,5.8044896529,4.4324785495,5.1358928814
ACH-002485,MAVER1,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,B-cell Mantle Cell,,,6.2963970472,5.1843873372,4.9670996527
ACH-000044,MDAMB134VI,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ERpos HER2neg,Luminal,,7.4343221682,4.8660360621,4.4935214741
ACH-000876,MDAMB415,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERpos HER2neg,HER2 Amp,,7.3763490405,5.7416411695,4.9797389286
ACH-000439,ME1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,M4,,,5.5039484864,4.613416335,4.5679899975
ACH-000405,MEC1,Lymphoid,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,B-cell,,,5.2724666903,5.5736506218,5.3789515966
ACH-001554,MEL202,Eye,Ocular Melanoma,Uveal Melanoma,,,,6.0268263842,4.2387782529,4.5905169303
ACH-002014,MEL270,Eye,Ocular Melanoma,Uveal Melanoma,,,,6.3215386408,4.7128492728,4.7098738779
ACH-002015,MEL285,Eye,Ocular Melanoma,Uveal Melanoma,,,,5.3981984675,3.7683874818,4.4358391969
ACH-002016,MEL290,Eye,Ocular Melanoma,Uveal Melanoma,,,,6.1997848746,4.7655996876,5.276766972
ACH-001555,MERO14,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,,,5.5866254792,4.4063499997,4.2084795123
ACH-001556,MERO25,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",,,,6.0889377272,4.7727624799,5.2016709914
ACH-001557,MERO41,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,,,4.8100175848,3.7421729558,4.0956702684
ACH-001558,MERO48A,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",,,,5.1534353864,4.2953200456,4.4631262768
ACH-001559,MERO82,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,,,5.5615185177,4.6022080541,4.8911817188
ACH-001560,MERO83,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",,,,6.7396025813,4.7321416767,5.1833338763
ACH-001561,MERO84,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",,,,5.4552141237,3.6334782731,4.0762995025
ACH-001562,MERO95,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,,,6.3904005342,4.7431451929,4.8429195917
ACH-002486,MESOV,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,Serous,,,6.6043583636,4.8348578211,5.5169791122
ACH-001819,MFM223,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERneg HER2neg,Luminal,,5.8515424401,4.7798866794,5.2169259507
ACH-000020,MHHCALL2,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,6.6032918549,5.3486419692,5.4665167824
ACH-000220,MINO,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,B-cell Mantle Cell,,,6.1149173403,5.6453853064,5.606680395
ACH-000058,ML1,Thyroid,Well-Differentiated Thyroid Cancer,Follicular Thyroid Cancer,Follicular,,,7.5440013203,5.3405676006,5.302789233
ACH-002928,MM100511,Skin,Melanoma,Acral Melanoma,Acral,,,5.9685319233,3.9938470699,4.8827510996
ACH-002512,MM160113,Skin,Melanoma,Acral Melanoma,Acral,,,4.6177000475,4.2547283646,4.1735761536
ACH-000763,MM1S,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,5.7643005869,5.1595697705,5.1743644324
ACH-001854,MMNK1,Biliary Tract,Non-Cancerous,"Immortalized Cholangiocyte, Highly Differentiated",,,,6.7526604655,5.0291066902,5.9847699305
ACH-001573,MOLM1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",,,,7.1005141802,5.6981743779,4.5208521031
ACH-000321,MOLM6,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",Blast Crisis,BCR-ABL1 positive,,6.2582504205,4.7539273113,4.2559941465
ACH-000745,MOLP8,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,7.2424752444,5.0561640254,5.7401114005
ACH-001128,MON,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,,,,6.7028110827,4.9838868472,5.0861802818
ACH-000851,MORCPR,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,7.3150872718,4.8048261374,5.2490605632
ACH-002011,MP46,Eye,Ocular Melanoma,Uveal Melanoma,,,,6.6967294536,5.2316705862,4.985163496
ACH-002710,MPNST724,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,,,,5.228328951,4.8863240668,4.9279102048
ACH-001132,MTA,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),T-cell,,,5.9409552506,5.111791953,4.4062961767
ACH-001577,MUTZ8,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,,5.5180538644,4.2128509864,4.4954938922
ACH-000045,MV411,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,,6.0371585223,5.4030962169,4.660428184
ACH-001134,MYLA,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,T-cell,,,5.4381362871,4.316671692,3.7638356297
ACH-000462,NALM1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",Blast Crisis,BCR-ABL1 positive,,6.7666146228,5.6402808816,5.2640315701
ACH-001993,NALM16,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,5.8985796592,5.1391460156,5.4637088435
ACH-000130,NALM19,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,5.7805419983,5.2109544298,5.3889410296
ACH-001303,NB1643,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,MYCN Amp,,4.7585177837,3.460294018,4.0255242592
ACH-002781,NCCDCS1C1,Bone,Chondrosarcoma,Dedifferentiated Chondrosarcoma,Dedifferentiated,,,7.0054661021,4.9713731769,4.8076561684
ACH-002780,NCCES1C1,Bone,Ewing Sarcoma,Ewing Sarcoma,,,,6.8667407981,4.8961209619,4.9579782554
ACH-002785,NCCLMS1C1,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,,,,5.2078088647,4.4204116164,5.4565544299
ACH-002794,NCCMFS1C1,Soft Tissue,Myxofibrosarcoma,Myxofibrosarcoma,Myxofibrosarcoma,,,6.6160481656,1.6156530323,4.6836080343
ACH-002799,NCCMPNST1C1,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,,,,5.9164396494,4.3126312054,4.5294624401
ACH-002800,NCCMPNST2C1,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,,,,5.1693886968,4.0193492727,4.1242258073
ACH-002801,NCCMPNST3C1,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,,,,5.4410806041,4.0394027108,4.5732387598
ACH-002787,NCCPRMS1C1,Soft Tissue,Rhabdomyosarcoma,Pleomorphic Rhabdomyosarcoma,Pleomorphic,,,6.0231467123,4.7098560667,4.8197218472
ACH-002784,NCCUPS2C1,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated,,,5.7756048143,4.7068560695,5.4368884358
ACH-000523,NCIH1184,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,7.1822505575,5.4262279026,5.6219078614
ACH-000830,NCIH1436,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,6.9037255761,5.3145008792,5.4905288904
ACH-003119,NCIH1450,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,3.8400862646,3.1438687939,4.0577517281
ACH-000921,NCIH157DM,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,6.402215034,4.9071720783,5.3651050251
ACH-003120,NCIH1607,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,4.5453667922,3.9319068301,4.5572717958
ACH-002170,NCIH1688,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,5.9107388365,4.6303506111,4.8266593108
ACH-000282,NCIH1755,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,6.8049836957,5.4628663654,5.4454061837
ACH-000033,NCIH1819,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,6.3954607449,5.3141840806,5.4852912327
ACH-000533,NCIH2004RT,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,,,,6.9557635878,4.6672172677,4.6916627907
ACH-000298,NCIH2029,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,7.1304038911,5.3517361092,5.092656514
ACH-000451,NCIH2085,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,6.5453577605,5.2694938372,5.2270104211
ACH-000290,NCIH209,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,6.5303658918,4.3072001258,4.6149311252
ACH-000904,NCIH2106,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,NSCLC Large Cell,,,8.1539847288,6.8568610601,6.5123874115
ACH-000610,NCIH2227,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,7.3397925647,6.3952861379,6.2326458079
ACH-003121,NCIH2679,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,3.8506816882,2.5006820745,3.9057894265
ACH-000700,NCIH2882,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,7.1514184352,2.7602128361,4.7909723538
ACH-000251,NCIH2887,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,,,,5.269112562,4.3145571763,4.3111695509
ACH-000337,NCIH3122,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,6.7482086902,5.3545236071,5.1283306133
ACH-000109,NCIH3255,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,6.4657820631,4.4624684569,4.8574828652
ACH-000871,NCIH510,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,8.8704553629,7.7068795376,6.9861081904
ACH-000767,NCIH526,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,6.5075398377,3.248185341,5.6101671519
ACH-000177,NCIH660,Prostate,Prostate Small Cell Carcinoma,Prostate Small Cell Carcinoma,,,,7.3792700303,5.6415585959,5.5864023861
ACH-000491,NCIH716,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,6.3561729116,3.5217857945,5.305754262
ACH-000710,NCIH854,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,NSCLC Adenocarcinoma,,,5.766311933,5.5098259193,5.5018139176
ACH-002497,NCIH920,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,5.4503585997,5.4283364302,6.075725488
ACH-001366,NGP,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,MYCN Amp,,5.1799734458,3.6243754182,4.6951481933
ACH-000203,NH6,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,MYCN Amp,,6.4339488831,4.1022329787,4.5088309762
ACH-001142,NHAHTDD,CNS/Brain,Non-Cancerous,"Immortalized Epithelial Cells, CNS",,,,6.5658957136,5.2116324762,5.4139293054
ACH-001367,NMB,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,MYCN Amp,,7.0564438758,4.7053535145,5.1464108967
ACH-003191,NRHGCT2,Bone,Giant Cell Tumor of Bone,Giant Cell Tumor of Bone,,,,4.6887541689,2.4886797389,3.8571144127
ACH-003181,NRHLMS1,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,,,,3.9503312383,2.5591119738,4.2860220233
ACH-003184,NRHLMS2,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,,,,4.7619054178,3.5076236316,3.9704703181
ACH-003183,NRHMFS3,Soft Tissue,Myxofibrosarcoma,Myxofibrosarcoma,,,,3.8453952482,3.9018854569,4.5807776109
ACH-000761,NUGC2,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,,,3.9973789468,3.7876817099,5.0372750382
ACH-001982,NZM3,Skin,Melanoma,Melanoma,,,,5.2627379978,4.5009014826,4.7105583762
ACH-001986,NZM42,Skin,Melanoma,Melanoma,,,,4.9651218616,3.9305569083,4.2328806847
ACH-001990,NZM7,Skin,Melanoma,Melanoma,,,,6.4401515668,4.6687702502,4.7819044861
ACH-000116,OAW28,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,6.0090294257,4.3151686593,4.7329551378
ACH-000962,OC314,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,Clear Cell,,,6.0099878921,4.9146081188,4.7900135071
ACH-001145,OC316,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,Serous,,,6.9057351706,5.7743431496,5.5597901468
ACH-001613,OCIAML4,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,,4.6725036222,3.9372927773,4.4458243285
ACH-001719,OCIC4P,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,Clear Cell,,,6.6435891971,5.1958489775,5.2399630202
ACH-001369,OCIC5X,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,Clear Cell,,,7.097667385,5.0131222993,3.9516197249
ACH-001147,OCILY12,Lymphoid,Mature T and NK Neoplasms,Follicular T-Cell Lymphoma,T-cell,,,6.65491802,5.244732415,4.8589904564
ACH-001148,OCILY132,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",T-cell,,,5.8074146581,4.9670631672,5.3384678701
ACH-000158,OCILY3,Lymphoid,Mature B-Cell Neoplasms,Activated B-cell Type,DLBCL,,,6.5270458734,5.5631975693,5.3644725449
ACH-001617,OCILY7,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,7.9638387587,7.0689802723,6.7437531965
ACH-001618,OCIM2,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,,6.4599840883,5.7407636678,5.3471228942
ACH-000854,OCIMY5,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,4.7171601424,4.8921899533,4.8250441768
ACH-000436,OCIMY7,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,,,5.5344680469,4.5255098717,4.0433101748
ACH-001370,OCIP5X,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,Serous,,,8.7821502441,6.9536322342,5.5594203288
ACH-000247,OCUM1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,Diffuse Gastric,,,5.6019985362,5.9425235322,5.7874374654
